pitcher,pitch_type_label,count,avg_release_speed_mph,avg_ivb_in,avg_hb_in,avg_hb_in_mirrored,total_pitches,usage_pct,throws
FXP-3968,Slider,11,83.438,8.379,1.932,-1.932,65,0.169,R
FXP-3968,Changeup,9,83.324,6.532,-4.275,4.275,65,0.138,R
FXP-3968,Cutter,7,89.347,13.684,3.116,-3.116,65,0.108,R
FXP-3968,Curveball,5,79.952,-7.571,1.863,-1.863,65,0.077,R
FXP-4264,Fastball,11,87.512,15.635,1.848,1.848,23,0.478,L
FXP-5789,Fastball,36,88.482,14.265,8.828,8.828,81,0.444,L
FXP-5789,Slider,16,77.857,3.924,-0.007,-0.007,81,0.198,L
FXP-5789,Curveball,10,73.653,-6.462,-4.709,-4.709,81,0.123,L
FXP-5789,Changeup,8,81.567,8.491,13.257,13.257,81,0.099,L
FXP-5789,Sinker,6,88.759,5.059,13.651,13.651,81,0.074,L
FXP-5789,Cutter,5,88.405,10.132,1.696,1.696,81,0.062,L
FXP-7552,Fastball,8,93.49,16.654,-6.177,6.177,18,0.444,R
GJP-1449,Fastball,32,92.062,12.979,-12.562,12.562,80,0.4,R
GJP-1449,Sinker,13,92.039,6.143,-15.479,15.479,80,0.162,R
GJP-1449,Curveball,9,79.431,-4.437,5.079,-5.079,80,0.112,R
GJP-1449,Cutter,9,91.134,9.329,-1.341,1.341,80,0.112,R
GJP-1449,Slider,9,85.98,6.712,-0.942,0.942,80,0.112,R
GJP-1449,Changeup,8,85.503,5.781,-14.4,14.4,80,0.1,R
GJP-3175,Fastball,15,94.757,16.69,-3.299,3.299,33,0.455,R
GJP-3175,Slider,6,83.111,3.45,5.817,-5.817,33,0.182,R
GJP-3175,Cutter,5,93.603,10.141,7.121,-7.121,33,0.152,R
GJP-4088,Fastball,17,92.401,14.346,11.763,11.763,34,0.5,L
GJP-4088,Changeup,5,85.808,7.746,16.274,16.274,34,0.147,L
GJP-6168,Slider,13,79.338,2.894,-13.074,-13.074,28,0.464,L
GJP-6168,Fastball,10,90.31,10.793,14.16,14.16,28,0.357,L
GJP-9147,Changeup,11,85.466,13.895,-13.705,13.705,42,0.262,R
GJP-9147,Fastball,10,92.403,17.852,-8.796,8.796,42,0.238,R
GJP-9147,Cutter,7,91.122,13.23,-0.932,0.932,42,0.167,R
GJP-9147,Slider,6,84.374,13.635,-1.957,1.957,42,0.143,R
GJP-9375,Fastball,7,93.883,17.341,-8.077,8.077,22,0.318,R
GJP-9375,Changeup,5,83.571,11.505,-11.3,11.3,22,0.227,R
GJP-9375,Cutter,5,93.567,11.018,-2.28,2.28,22,0.227,R
GJP-9754,Cutter,5,96.046,12.764,0.499,-0.499,23,0.217,R
GJP-9754,Sinker,5,96.109,11.399,-7.339,7.339,23,0.217,R
GNX-0225,Slider,9,80.936,-1.9,9.438,-9.438,16,0.562,R
GNX-0225,Fastball,7,94.802,15.262,-11.205,11.205,16,0.438,R
GNX-1638,Fastball,11,93.185,15.569,-5.312,5.312,16,0.688,R
GNX-2592,Slider,32,80.806,6.47,8.491,-8.491,88,0.364,R
GNX-2592,Sinker,22,92.136,2.656,-15.857,15.857,88,0.25,R
GNX-2592,Fastball,18,91.457,8.48,-12.028,12.028,88,0.205,R
GNX-2592,Curveball,6,90.384,-1.219,-9.837,9.837,88,0.068,R
GNX-2592,Cutter,6,88.106,6.593,1.04,-1.04,88,0.068,R
GNX-2695,Fastball,18,91.53,15.631,-4.918,4.918,47,0.383,R
GNX-2695,Slider,12,83.331,8.025,2.743,-2.743,47,0.255,R
GNX-2695,Changeup,7,84.227,13.801,-6.507,6.507,47,0.149,R
GNX-2695,Sinker,5,91.062,6.384,-7.658,7.658,47,0.106,R
GNX-3283,Fastball,12,90.925,16.709,-10.591,10.591,23,0.522,R
GNX-3283,Slider,6,80.403,5.162,7.963,-7.963,23,0.261,R
GNX-4681,Fastball,10,93.299,15.668,8.06,8.06,18,0.556,L
GNX-4681,Slider,5,78.891,7.775,-4.938,-4.938,18,0.278,L
GNX-7377,Fastball,24,93.074,15.861,-13.696,13.696,50,0.48,R
GNX-7377,Changeup,11,83.133,12.294,-18.694,18.694,50,0.22,R
GNX-7377,Slider,5,84.073,9.746,-1.911,1.911,50,0.1,R
GNX-7550,Fastball,11,90.564,19.465,-4.286,4.286,24,0.458,R
GNX-7550,Changeup,6,81.706,11.787,-10.152,10.152,24,0.25,R
GNX-7550,Cutter,5,91.056,16.315,0.85,-0.85,24,0.208,R
HNO-0605,Fastball,9,96.965,18.139,-11.26,11.26,17,0.529,R
HNO-0605,Slider,7,88.278,0.046,4.699,-4.699,17,0.412,R
HNO-5139,Fastball,26,90.586,18.355,-4.994,4.994,64,0.406,R
HNO-5139,Slider,21,84.423,9.765,4.204,-4.204,64,0.328,R
HNO-5139,Changeup,7,84.062,15.146,-4.263,4.263,64,0.109,R
HNO-9412,Slider,9,85.031,6.707,5.206,-5.206,20,0.45,R
HNO-9412,Fastball,8,91.898,21.013,-8.681,8.681,20,0.4,R
HYG-0367,Slider,9,85.093,3.994,0.253,-0.253,19,0.474,R
HYG-0367,Fastball,5,93.493,10.286,-19.213,19.213,19,0.263,R
HYG-0471,Fastball,10,89.813,15.28,14.37,14.37,25,0.4,L
HYG-0471,Changeup,6,81.74,10.458,16.447,16.447,25,0.24,L
HYG-1895,Fastball,22,95.345,18.322,-12.356,12.356,44,0.5,R
HYG-1895,Slider,7,87.723,6.542,-2.194,2.194,44,0.159,R
HYG-1895,Sinker,6,94.83,9.232,-11.473,11.473,44,0.136,R
HYG-1895,Curveball,5,86.859,1.744,3.373,-3.373,44,0.114,R
HYG-2146,Fastball,12,92.445,16.886,-9.928,9.928,21,0.571,R
HYG-2146,Slider,5,74.518,-10.012,14.283,-14.283,21,0.238,R
HYG-2412,Fastball,9,93.301,10.566,-14.625,14.625,25,0.36,R
HYG-2412,Slider,8,83.176,7.466,0.278,-0.278,25,0.32,R
HYG-6363,Fastball,35,91.561,18.733,-8.522,8.522,69,0.507,R
HYG-6363,Slider,29,81.132,-3.146,7.175,-7.175,69,0.42,R
HYG-6380,Cutter,8,93.547,11.686,-9.649,9.649,19,0.421,R
HYG-7286,Fastball,49,91.284,14.711,-11.122,11.122,77,0.636,R
HYG-7286,Curveball,17,76.373,-5.622,11.882,-11.882,77,0.221,R
HYG-7286,Sinker,5,91.327,6.987,-10.754,10.754,77,0.065,R
HYG-7312,Fastball,28,89.548,8.185,-12.553,12.553,72,0.389,R
HYG-7312,Cutter,14,85.335,6.661,0.971,-0.971,72,0.194,R
HYG-7312,Slider,13,82.217,4.52,5.558,-5.558,72,0.181,R
HYG-7312,Curveball,9,77.437,-6.929,11.57,-11.57,72,0.125,R
HYG-7312,Sinker,6,90.673,1.692,-19.03,19.03,72,0.083,R
HYG-8771,Fastball,8,89.434,16.648,12.212,12.212,15,0.533,L
IGL-0054,Fastball,13,93.365,14.382,-4.882,4.882,26,0.5,R
IGL-0054,Slider,6,83.018,-4.708,6.154,-6.154,26,0.231,R
IGL-0729,Slider,12,81.362,2.393,-1.809,-1.809,29,0.414,L
IGL-0729,Fastball,11,90.802,12.449,8.377,8.377,29,0.379,L
IGL-1620,Fastball,15,93.215,17.379,5.906,5.906,34,0.441,L
IGL-1620,Changeup,6,83.815,10.356,15.003,15.003,34,0.176,L
IGL-1620,Cutter,5,91.461,8.974,-1.019,-1.019,34,0.147,L
IGL-1836,Fastball,12,91.022,17.416,0.477,0.477,37,0.324,L
IGL-1836,Cutter,10,88.635,11.176,-6.707,-6.707,37,0.27,L
IGL-1836,Slider,6,85.478,7.473,-10.995,-10.995,37,0.162,L
IGL-1836,Curveball,5,82.79,3.363,3.741,3.741,37,0.135,L
IGL-1877,Fastball,7,95.574,8.741,-11.782,11.782,24,0.292,R
IGL-1877,Slider,6,83.562,1.706,3.615,-3.615,24,0.25,R
IGL-2883,Fastball,29,93.338,13.747,-6.111,6.111,70,0.414,R
IGL-2883,Cutter,13,90.359,8.775,-1.467,1.467,70,0.186,R
IGL-2883,Curveball,9,82.195,-0.44,1.267,-1.267,70,0.129,R
IGL-2883,Slider,9,85.163,7.631,1.858,-1.858,70,0.129,R
IGL-2883,Changeup,5,85.802,6.562,-6.181,6.181,70,0.071,R
IGL-2883,Sinker,5,92.474,7.446,-7.018,7.018,70,0.071,R
IGL-3196,Fastball,29,90.127,15.732,-9.766,9.766,80,0.362,R
IGL-3196,Slider,21,81.217,4.636,0.875,-0.875,80,0.262,R
IGL-3196,Changeup,13,83.057,8.414,-10.185,10.185,80,0.162,R
IGL-3196,Cutter,9,87.087,7.862,-1.221,1.221,80,0.112,R
IGL-3196,Curveball,6,85.484,-2.995,0.161,-0.161,80,0.075,R
IGL-5857,Fastball,11,91.21,15.243,8.662,8.662,32,0.344,L
IGL-5857,Cutter,10,87.661,10.699,-1.281,-1.281,32,0.312,L
IGL-7099,Fastball,41,90.499,16.635,-6.389,6.389,78,0.526,R
IGL-7099,Curveball,12,80.761,-2.627,0.239,-0.239,78,0.154,R
IGL-7099,Cutter,8,90.169,13.797,-0.422,0.422,78,0.103,R
IGL-7099,Slider,8,81.326,8.114,-0.923,0.923,78,0.103,R
IGL-7099,Changeup,6,80.764,14.301,-6.906,6.906,78,0.077,R
IGL-8936,Fastball,14,93.927,14.548,8.122,8.122,25,0.56,L
IOL-2366,Fastball,11,95.04,17.376,-13.063,13.063,21,0.524,R
IOL-2584,Slider,7,79.381,2.123,-13.109,-13.109,19,0.368,L
IOL-2584,Fastball,6,88.198,17.104,11.625,11.625,19,0.316,L
IOL-2584,Changeup,5,78.223,13.271,9.868,9.868,19,0.263,L
IOL-2853,Fastball,43,89.187,16.08,15.454,15.454,77,0.558,L
IOL-2853,Slider,20,80.25,0.625,-1.045,-1.045,77,0.26,L
IOL-2853,Changeup,9,80.1,10.784,14.26,14.26,77,0.117,L
IOL-2853,Curveball,5,75.464,-7.477,-4.592,-4.592,77,0.065,L
IOL-4082,Fastball,15,93.198,15.403,-9.384,9.384,28,0.536,R
IOL-4550,Fastball,31,93.08,12.775,9.23,9.23,79,0.392,L
IOL-4550,Slider,19,83.985,5.777,-2.218,-2.218,79,0.241,L
IOL-4550,Changeup,10,83.92,8.26,8.906,8.906,79,0.127,L
IOL-4550,Cutter,8,90.12,13.478,1.185,1.185,79,0.101,L
IOL-4550,Curveball,6,80.075,-2.734,-4.231,-4.231,79,0.076,L
IOL-4550,Sinker,5,91.392,7.615,10.602,10.602,79,0.063,L
IOL-6433,Fastball,19,93.003,14.662,9.215,9.215,54,0.352,L
IOL-6433,Changeup,12,85.721,8.636,12.176,12.176,54,0.222,L
IOL-6433,Slider,10,84.674,6.665,0.961,0.961,54,0.185,L
IOL-6433,Curveball,6,81.83,-2.899,-4.475,-4.475,54,0.111,L
IOL-6433,Cutter,5,89.759,5.298,1.175,1.175,54,0.093,L
IOL-9089,Fastball,41,90.491,11.695,-8.641,8.641,71,0.577,R
IOL-9089,Slider,11,79.397,-1.886,8.893,-8.893,71,0.155,R
IOL-9089,Changeup,8,80.947,6.113,-8.006,8.006,71,0.113,R
IOL-9089,Curveball,8,75.197,-9.332,13.882,-13.882,71,0.113,R
IOL-9769,Fastball,27,91.786,16.356,-9.429,9.429,43,0.628,R
IOL-9769,Curveball,7,79.516,-6.223,10.915,-10.915,43,0.163,R
JGO-1072,Fastball,33,94.051,14.607,-6.906,6.906,69,0.478,R
JGO-1072,Changeup,10,84.854,5.175,-7.234,7.234,69,0.145,R
JGO-1072,Slider,10,82.801,0.854,0.8,-0.8,69,0.145,R
JGO-1072,Cutter,9,90.62,14.045,1.86,-1.86,69,0.13,R
JGO-1072,Curveball,6,83.01,-7.468,1.87,-1.87,69,0.087,R
JGO-1771,Fastball,23,92.664,18.858,-7.425,7.425,39,0.59,R
JGO-1771,Slider,7,82.668,10.613,0.71,-0.71,39,0.179,R
JGO-1861,Fastball,16,92.637,19.471,8.099,8.099,40,0.4,L
JGO-1861,Slider,14,83.596,2.037,-3.099,-3.099,40,0.35,L
JGO-1861,Changeup,5,83.531,0.586,4.82,4.82,40,0.125,L
JGO-1920,Fastball,9,90.075,20.042,2.776,2.776,29,0.31,L
JGO-1920,Slider,7,80.686,5.763,-5.813,-5.813,29,0.241,L
JGO-1920,Changeup,6,81.18,5.901,2.599,2.599,29,0.207,L
JGO-2174,Fastball,9,95.585,19.593,-5.046,5.046,22,0.409,R
JGO-2174,Slider,5,82.175,-6.977,4.002,-4.002,22,0.227,R
JGO-2775,Changeup,26,82.249,10.889,15.29,15.29,79,0.329,L
JGO-2775,Fastball,22,89.901,15.648,13.777,13.777,79,0.278,L
JGO-2775,Slider,12,80.129,4.859,0.497,0.497,79,0.152,L
JGO-2775,Cutter,10,86.286,13.648,6.864,6.864,79,0.127,L
JGO-2775,Curveball,9,78.047,-5.019,-3.249,-3.249,79,0.114,L
JGO-4081,Fastball,9,97.971,19.111,-11.229,11.229,20,0.45,R
JGO-4081,Cutter,5,95.96,14.334,-1.87,1.87,20,0.25,R
JGO-4434,Fastball,26,87.704,15.084,12.373,12.373,69,0.377,L
JGO-4434,Changeup,15,82.595,5.998,13.591,13.591,69,0.217,L
JGO-4434,Cutter,10,85.976,13.179,5.183,5.183,69,0.145,L
JGO-4434,Sinker,7,87.121,7.227,14.197,14.197,69,0.101,L
JGO-4434,Curveball,6,75.929,-5.008,0.17,0.17,69,0.087,L
JGO-4434,Slider,5,80.445,6.574,4.933,4.933,69,0.072,L
JGO-6575,Fastball,13,96.265,19.401,-3.705,3.705,24,0.542,R
JGO-6575,Changeup,5,88.079,11.693,-7.843,7.843,24,0.208,R
JGO-8101,Fastball,27,91.797,13.955,-3.274,3.274,79,0.342,R
JGO-8101,Cutter,15,89.741,8.61,4.914,-4.914,79,0.19,R
JGO-8101,Changeup,10,81.472,12.39,-4.523,4.523,79,0.127,R
JGO-8101,Sinker,10,91.181,6.191,-4.485,4.485,79,0.127,R
JGO-8101,Curveball,9,76.185,-2.694,8.973,-8.973,79,0.114,R
JGO-8101,Slider,8,79.316,6.134,4.106,-4.106,79,0.101,R
JGO-9750,Fastball,8,93.145,17.135,11.334,11.334,20,0.4,L
JGO-9750,Slider,8,80.461,-5.867,-6.233,-6.233,20,0.4,L
JGO-9880,Fastball,14,93.236,13.75,-5.927,5.927,25,0.56,R
JGO-9880,Slider,8,79.694,-7.138,4.303,-4.303,25,0.32,R
JJP-1596,Fastball,7,95.841,15.991,-10.72,10.72,16,0.438,R
JJP-1596,Slider,7,85.494,0.099,1.487,-1.487,16,0.438,R
JJP-2885,Fastball,29,91.964,14.588,-15.508,15.508,74,0.392,R
JJP-2885,Slider,11,85.068,6.844,0.175,-0.175,74,0.149,R
JJP-2885,Sinker,10,92.607,3.948,-15.741,15.741,74,0.135,R
JJP-2885,Cutter,9,88.589,7.945,-1.415,1.415,74,0.122,R
JJP-2885,Changeup,8,85.293,7.562,-17.993,17.993,74,0.108,R
JJP-2885,Curveball,7,79.854,-7.496,0.949,-0.949,74,0.095,R
JJP-3039,Fastball,27,91.363,15.347,-17.214,17.214,56,0.482,R
JJP-3039,Changeup,10,83.937,8.337,-14.697,14.697,56,0.179,R
JJP-3039,Slider,6,83.374,8.791,-7.893,7.893,56,0.107,R
JJP-3039,Curveball,5,78.276,-2.042,2.096,-2.096,56,0.089,R
JJP-3039,Sinker,5,90.441,10.357,-17.921,17.921,56,0.089,R
JJP-3743,Fastball,11,92.446,20.326,-8.045,8.045,25,0.44,R
JJP-3743,Slider,8,83.491,6.373,7.8,-7.8,25,0.32,R
JJP-5280,Fastball,12,93.947,11.692,-16.426,16.426,27,0.444,R
JJP-5280,Sinker,6,93.25,5.623,-14.844,14.844,27,0.222,R
JJP-5291,Fastball,5,94.004,17.357,-7.031,7.031,16,0.312,R
JJP-5291,Sinker,5,94.561,-1.882,-14.2,14.2,16,0.312,R
JJP-6015,Fastball,28,92.152,13.353,-15.097,15.097,61,0.459,R
JJP-6015,Slider,18,85.56,7.757,0.713,-0.713,61,0.295,R
JJP-6015,Cutter,7,88.437,10.465,-1.113,1.113,61,0.115,R
JJP-6015,Curveball,5,78.899,-5.165,6.348,-6.348,61,0.082,R
JJP-6210,Fastball,12,91.591,18.874,2.792,2.792,24,0.5,L
JJP-6210,Slider,6,84.973,5.497,-3.479,-3.479,24,0.25,L
JJP-6443,Fastball,18,94.431,19.361,-2.907,2.907,29,0.621,R
JJP-6443,Slider,7,80.313,6.816,6.324,-6.324,29,0.241,R
JJP-9288,Fastball,5,89.622,20.463,12.508,12.508,15,0.333,L
JJP-9288,Slider,5,79.335,10.146,-8.873,-8.873,15,0.333,L
JPB-0652,Fastball,8,92.179,12.862,-4.516,4.516,28,0.286,R
JPB-0652,Changeup,6,85.434,3.148,-5.883,5.883,28,0.214,R
JPB-0652,Cutter,5,89.742,11.155,2.685,-2.685,28,0.179,R
JPB-0652,Slider,5,82.243,0.629,4.078,-4.078,28,0.179,R
JPB-1224,Fastball,7,90.97,14.398,6.519,6.519,22,0.318,L
JPB-1224,Cutter,6,87.325,7.251,-0.751,-0.751,22,0.273,L
JPB-2202,Fastball,9,94.835,14.226,-12.987,12.987,19,0.474,R
JPB-2202,Slider,7,83.269,2.246,10.225,-10.225,19,0.368,R
JPB-3076,Slider,16,87.319,4.247,2.083,-2.083,44,0.364,R
JPB-3076,Fastball,11,93.184,11.327,-12.15,12.15,44,0.25,R
JPB-3076,Cutter,7,91.551,8.036,1.093,-1.093,44,0.159,R
JPB-3076,Changeup,5,87.708,9.604,-11.204,11.204,44,0.114,R
JPB-4518,Fastball,30,93.081,13.516,7.631,7.631,77,0.39,L
JPB-4518,Slider,18,83.665,1.665,-2.815,-2.815,77,0.234,L
JPB-4518,Changeup,13,86.484,4.889,10.034,10.034,77,0.169,L
JPB-4518,Curveball,8,86.873,-6.439,-4.63,-4.63,77,0.104,L
JPB-4518,Cutter,6,91.659,4.453,-1.041,-1.041,77,0.078,L
JPB-5518,Fastball,8,86.208,10.206,-13.357,13.357,25,0.32,R
JPB-5518,Slider,6,75.645,3.49,-3.616,3.616,25,0.24,R
JPB-5518,Cutter,5,85.497,1.816,-1.604,1.604,25,0.2,R
JPB-6279,Fastball,27,89.725,16.807,-4.452,4.452,73,0.37,R
JPB-6279,Cutter,14,87.48,11.554,5.875,-5.875,73,0.192,R
JPB-6279,Curveball,10,79.868,-0.949,-1.087,1.087,73,0.137,R
JPB-6279,Changeup,9,83.749,14.315,-7.204,7.204,73,0.123,R
JPB-6279,Slider,9,84.606,10.435,4.606,-4.606,73,0.123,R
JPB-6551,Fastball,28,92.638,16.644,7.632,7.632,78,0.359,L
JPB-6551,Cutter,15,89.265,10.424,0.12,0.12,78,0.192,L
JPB-6551,Curveball,10,82.68,-3.396,-2.653,-2.653,78,0.128,L
JPB-6551,Slider,10,83.385,8.303,-4.186,-4.186,78,0.128,L
JPB-6551,Sinker,8,91.789,5.997,8.175,8.175,78,0.103,L
JPB-6551,Changeup,7,87.146,11.095,9.838,9.838,78,0.09,L
JPB-6599,Fastball,11,92.648,11.866,-12.507,12.507,20,0.55,R
JPB-6599,Slider,7,85.55,-2.507,2.406,-2.406,20,0.35,R
JPB-7229,Fastball,18,91.966,16.809,-9.139,9.139,48,0.375,R
JPB-7229,Slider,10,85.029,8.591,3.379,-3.379,48,0.208,R
JPB-7229,Cutter,8,89.972,15.063,-2.978,2.978,48,0.167,R
JPB-7229,Sinker,6,91.76,8.742,-14.38,14.38,48,0.125,R
JPB-7229,Curveball,5,84.931,-0.306,-2.008,2.008,48,0.104,R
JPB-8312,Fastball,14,97.156,15.701,-4.016,4.016,28,0.5,R
JPB-8312,Slider,5,84.654,2.03,5.848,-5.848,28,0.179,R
JPB-9051,Fastball,11,92.663,15.015,-5.912,5.912,32,0.344,R
JPB-9051,Cutter,6,91.569,8.972,5.569,-5.569,32,0.188,R
JPB-9051,Changeup,5,88.473,4.326,-8.835,8.835,32,0.156,R
KTT-3588,Fastball,30,91.716,7.134,-13.228,13.228,64,0.469,R
KTT-3588,Changeup,14,85.817,4.339,-15.681,15.681,64,0.219,R
KTT-3588,Curveball,8,82.354,-3.111,2.788,-2.788,64,0.125,R
KTT-3588,Slider,6,81.357,0.609,2.578,-2.578,64,0.094,R
KTT-5340,Fastball,11,95.366,9.994,-14.223,14.223,32,0.344,R
KTT-5340,Slider,8,87.395,3.405,4.639,-4.639,32,0.25,R
KTT-5340,Sinker,7,95.574,5.883,-15.337,15.337,32,0.219,R
KTT-6625,Slider,15,82.4,-1.581,4.104,-4.104,32,0.469,R
KTT-6625,Fastball,13,93.713,17.379,-7.864,7.864,32,0.406,R
KTT-8520,Fastball,11,88.31,17.436,7.694,7.694,31,0.355,L
KTT-8520,Changeup,8,81.65,7.973,9.116,9.116,31,0.258,L
KTT-8520,Slider,7,80.417,5.379,-1.924,-1.924,31,0.226,L
KTT-8576,Fastball,7,92.465,17.233,-6.478,6.478,16,0.438,R
KVN-2264,Slider,30,80.807,0.528,-1.004,-1.004,65,0.462,L
KVN-2264,Fastball,23,91.597,14.159,11.703,11.703,65,0.354,L
KVN-2264,Changeup,10,83.271,7.66,15.438,15.438,65,0.154,L
KVN-7249,Fastball,21,91.414,12.352,14.466,14.466,43,0.488,L
KVN-7249,Sinker,7,91.074,6.003,16.73,16.73,43,0.163,L
KVN-7249,Cutter,6,89.92,11.666,9.232,9.232,43,0.14,L
KVN-7583,Fastball,9,92.038,16.129,-1.788,1.788,19,0.474,R
KVN-8630,Fastball,26,92.228,12.369,16.591,16.591,61,0.426,L
KVN-8630,Changeup,19,83.419,7.446,19.905,19.905,61,0.311,L
KVN-8630,Curveball,5,78.622,-4.449,-0.559,-0.559,61,0.082,L
KVN-8630,Sinker,5,92.211,6.694,18.806,18.806,61,0.082,L
KVN-9615,Fastball,8,94.386,15.534,-6.121,6.121,18,0.444,R
KVN-9615,Slider,7,80.075,-12.295,6.243,-6.243,18,0.389,R
KZR-0587,Fastball,16,97.965,14.371,-9.874,9.874,29,0.552,R
KZR-0587,Slider,5,88.371,4.971,-1.797,1.797,29,0.172,R
KZR-2106,Fastball,11,94.165,18.822,5.479,5.479,24,0.458,L
KZR-2106,Curveball,5,84.301,2.238,2.259,2.259,24,0.208,L
KZR-2106,Cutter,5,92.673,20.804,1.059,1.059,24,0.208,L
KZR-3711,Slider,28,82.467,3.252,3.927,-3.927,74,0.378,R
KZR-3711,Fastball,27,89.745,13.596,-7.878,7.878,74,0.365,R
KZR-3711,Changeup,9,83.406,5.162,-8.025,8.025,74,0.122,R
KZR-4074,Fastball,8,91.859,15.15,-11.837,11.837,17,0.471,R
KZR-4552,Slider,16,86.969,-0.319,-3.567,-3.567,38,0.421,L
KZR-4552,Fastball,12,94.587,9.271,5.976,5.976,38,0.316,L
KZR-4552,Changeup,7,86.361,1.096,1.301,1.301,38,0.184,L
KZR-5398,Fastball,41,92.58,14.839,-11.015,11.015,78,0.526,R
KZR-5398,Slider,15,84.902,5.12,1.499,-1.499,78,0.192,R
KZR-5398,Changeup,9,86.26,7.626,-13.676,13.676,78,0.115,R
KZR-5398,Curveball,8,82.066,-4.007,7.786,-7.786,78,0.103,R
KZR-5599,Fastball,8,91.2,18.022,-13.12,13.12,19,0.421,R
KZR-5599,Changeup,6,82.822,7.042,-15.35,15.35,19,0.316,R
KZR-7521,Fastball,33,92.321,15.659,9.235,9.235,71,0.465,L
KZR-7521,Slider,17,84.55,10.236,-1.852,-1.852,71,0.239,L
KZR-7521,Cutter,7,89.762,8.821,1.849,1.849,71,0.099,L
KZR-7521,Changeup,6,85.222,12.231,8.568,8.568,71,0.085,L
KZR-7521,Curveball,6,83.079,0.392,0.005,0.005,71,0.085,L
KZR-8467,Slider,25,78.665,0.278,-11.266,-11.266,68,0.368,L
KZR-8467,Fastball,24,88.56,15.033,9.93,9.93,68,0.353,L
KZR-8467,Changeup,12,77.879,10.581,8.833,8.833,68,0.176,L
KZR-8508,Fastball,39,90.603,10.897,-9.449,9.449,82,0.476,R
KZR-8508,Changeup,14,82.357,9.031,-8.44,8.44,82,0.171,R
KZR-8508,Slider,14,79.532,-2.957,8.3,-8.3,82,0.171,R
KZR-8508,Curveball,10,78.329,-9.55,13.871,-13.871,82,0.122,R
KZR-8573,Fastball,17,93.881,17.356,-8.862,8.862,40,0.425,R
KZR-8573,Slider,6,81.622,6.813,4.164,-4.164,40,0.15,R
KZR-8573,Changeup,5,84.869,7.023,-10.349,10.349,40,0.125,R
KZR-8573,Cutter,5,89.714,15.158,-2.129,2.129,40,0.125,R
LRQ-4244,Fastball,9,89.425,18.68,10.626,10.626,23,0.391,L
LRQ-4244,Changeup,8,76.943,12.834,13.932,13.932,23,0.348,L
LRQ-5065,Fastball,24,90.861,14.895,-11.224,11.224,40,0.6,R
LRQ-5065,Slider,11,80.956,-0.677,1.116,-1.116,40,0.275,R
LRQ-5068,Fastball,9,90.075,14.603,-16.107,16.107,19,0.474,R
LRQ-6676,Fastball,16,93.767,18.888,-13.306,13.306,42,0.381,R
LRQ-6676,Changeup,13,83.774,11.962,-18.387,18.387,42,0.31,R
LRQ-6676,Cutter,8,93.262,16.721,-5.128,5.128,42,0.19,R
LRQ-7259,Fastball,10,91.439,11.446,14.262,14.262,28,0.357,L
LRQ-7259,Slider,8,86.097,5.493,-2.402,-2.402,28,0.286,L
LRQ-7910,Fastball,22,92.879,20.942,-11.494,11.494,38,0.579,R
LRQ-7910,Curveball,6,83.072,0.821,1.861,-1.861,38,0.158,R
LRQ-7910,Slider,6,86.213,5.397,0.448,-0.448,38,0.158,R
LRQ-8280,Fastball,9,88.188,19.467,-7.914,7.914,26,0.346,R
LRQ-8280,Changeup,7,82.077,14.446,-9.642,9.642,26,0.269,R
LRQ-9175,Fastball,23,91.3,11.991,11.581,11.581,67,0.343,L
LRQ-9175,Cutter,11,88.354,12.068,4.235,4.235,67,0.164,L
LRQ-9175,Sinker,11,91.274,6.109,13.824,13.824,67,0.164,L
LRQ-9175,Changeup,8,81.223,10.387,15.634,15.634,67,0.119,L
LRQ-9175,Slider,8,80.705,6.552,0.327,0.327,67,0.119,L
LRQ-9175,Curveball,6,79.26,3.294,1.002,1.002,67,0.09,L
LRQ-9990,Fastball,27,91.108,13.428,-1.068,1.068,68,0.397,R
LRQ-9990,Slider,19,83.549,4.305,6.215,-6.215,68,0.279,R
LRQ-9990,Cutter,8,89.989,11.693,4.683,-4.683,68,0.118,R
LRQ-9990,Changeup,5,85.511,8.752,-4.494,4.494,68,0.074,R
LRQ-9990,Curveball,5,83.03,-1.108,4.472,-4.472,68,0.074,R
MEX-0789,Fastball,25,91.656,14.715,-7.934,7.934,84,0.298,R
MEX-0789,Slider,19,81.01,-0.398,2.852,-2.852,84,0.226,R
MEX-0789,Changeup,17,83.411,6.822,-10.853,10.853,84,0.202,R
MEX-0789,Cutter,15,87.793,7.713,0.665,-0.665,84,0.179,R
MEX-6112,Fastball,15,89.331,12.265,8.352,8.352,46,0.326,L
MEX-6112,Slider,11,76.794,6.676,-6.826,-6.826,46,0.239,L
MEX-6112,Sinker,9,89.958,2.938,11.378,11.378,46,0.196,L
MEX-6552,Fastball,15,91.354,14.201,-4.77,4.77,49,0.306,R
MEX-6552,Slider,11,77.213,10.376,5.306,-5.306,49,0.224,R
MEX-6552,Sinker,8,89.99,5.206,-6.196,6.196,49,0.163,R
MEX-6552,Changeup,7,80.716,10.141,-8.152,8.152,49,0.143,R
MEX-6552,Cutter,5,89.091,10.862,1.878,-1.878,49,0.102,R
MEX-6989,Fastball,38,91.093,14.471,-8.563,8.563,91,0.418,R
MEX-6989,Slider,20,77.086,4.826,2.418,-2.418,91,0.22,R
MEX-6989,Changeup,12,79.739,8.231,-7.714,7.714,91,0.132,R
